_id,Group,Name,Description
1110,Legislators and senior government officials,ผู้บัญญัติกฎหมาย,ทำหน้าที่ตัดสินใจ  กำหนดวิธีการและกำกับดูแลนโยบายของราชการในระดับประเทศภูมิภาคหรือท้องถิ่น  เป็นประธานหรือมีส่วนร่วมในการดำเนินการขององค์กรนิติบัญญัติ  และสภาการบริหารของราชการหรือคณะกรรมมาธิการร่างกฎหมาย   รวมทั้งจัดทำ  อนุมัติ  แก้ไขเปลี่ยนแปลงหรือยกเลิกกฎหมาย  กฎและระเบียบสาธารณะต่าง ๆ  ภายในโครงร่างของรัฐธรรมนูญ  กำหนดอำนาจของกฎหมายและขอบเขตอำนาจของศาล
1120,Senior government officials,ข้าราชการระดับอาวุโส,ทำหน้าที่ให้คำแนะนำทางด้านนโยบายแก่รัฐบาลในระดับประเทศ ภูมิภาคหรือท้องถิ่นและในด้านการเตรียมงบประมาณ กฎหมายและกฎระเบียบต่าง ๆ ของรัฐบาล รวมทั้งบทแก้ไขเปลี่ยนแปลงเป็นตัวแทนของประเทศในต่างแดนและปฏิบัติงานในนามของประเทศ ควบคุมตรวจตราการแปลความหมายและการดำเนินการให้บรรลุตามนโยบายของรัฐบาล
1130,Traditional chiefs and heads of villages,ผู้นำตามประเพณีและหัวหน้าหมู่บ้าน,ทำหน้าที่เกี่ยวกับการออกกฎระเบียบการบริหารและงานพิธีต่าง ๆ ซึ่งกำหนดไว้ตามประเพณีที่ปฏิบัติกันมาแต่โบราณ ทำหน้าที่ด้านงานพิธีการต่าง ๆ เกี่ยวกับการเกิดการแต่งงาน การตาย การเก็บเกี่ยวและงานเลี้ยงตามประเพณีต่าง ๆ เป็นตัวแทนของชุมชนหรือหมู่บ้านในสภาประจำภูมิภาคหรือท้องถิ่น ตลอดจนรับผิดชอบในการแจ้งข่าวเกี่ยวกับกฎหมายหรือระเบียบของทางการให้แก่ชุมชนหรือหมู่บ้านทราบโดยทั่วกัน
1141,Senior officials of political party organisations,เจ้าหน้าที่ระดับอาวุโสขององค์กรพรรคการเมือง,ทำหน้าที่ในการตัดสินใจและกำหนดแนวนโยบายกฎและระเบียบของพรรคการเมือง ดำเนินการเจรจาในนามของพรรคการเมืองและสมาชิกพรรค วางแผนและจัดทำการรณรงค์ต่าง ๆ ในการเลือกตั้งของผู้ลงสมัครรับเลือกตั้งของพรรคเพื่อตำแหน่งทางการเมือง รวมถึงการสรรหาสมาชิก การให้ความรู้แก่สมาชิกและกำกับดูแลการดำเนินงานให้บรรลุตามนโยบาย กฎและระเบียบของพรรคการเมือง
1142,"Senior officials of employers', workers' and other economic-interest organisations",เจ้าหน้าที่ระดับอาวุโสขององค์กรนายจ้าง องค์กรกรรมกรและองค์กรที่มีผลประโยชน์เชิงเศรษฐกิจอื่น ๆ,ทำหน้าที่ในการตัดสินใจและกำหนดแนวนโยบาย กฎและระเบียบต่าง ๆ ขององค์กร เป็นตัวแทนขององค์กรเพื่อดำเนินการเจรจาในนามขององค์กรและสมาชิก เผยแพร่ผลประโยชน์ต่าง ๆ ขององค์กรและสมาชิกต่อสภานิติบัญญัติ รัฐบาลหรือสาธารณชนและปฏิบัติงานเพื่อให้บรรลุตามนโยบาย กฎและระเบียบขององค์กร
1143,Senior officials of humanitarian and other special-interest organisations,เจ้าหน้าที่ระดับอาวุโสขององค์กรเพื่อมนุษยธรรมและองค์กรที่ดำเนินการเพื่อผลประโยชน์เฉพาะอย่างอื่น ๆ,ทำหน้าที่ตัดสินใจและกำหนดแนวนโยบาย กฎและระเบียบขององค์กรเพื่อมนุษยธรรมและองค์กรที่ดำเนินการเพื่อผลประโยชน์เฉพาะอย่างกำกับดูแลการใช้นโยบาย กฎและระเบียบเป็นตัวแทนและเจรจาต่อรองในนามขององค์กร สมาชิกขององค์กรและกลุ่มที่มีผลประโยชน์พิเศษเกี่ยวข้อง เผยแพร่ผลประโยชน์ต่าง ๆ ขององค์กรและสมาชิกต่อสภานิติบัญญัติ รัฐบาลหรือสาธารณชนตลอดจนดูแลและดำเนินงานให้บรรลุตามนโยบาย กฎและระเบียบขององค์กร
1210,Directors and chief executives,กรรมการและหัวหน้าผู้บริหาร,ทำหน้าที่เป็นผู้บริหารสูงสุดขององค์กรเอกชนและรัฐวิสาหกิจ หรือองค์กรที่รัฐบาลเป็นเจ้าของ (ยกเว้นองค์กรที่ดำเนินการเพื่อผลประโยชน์เฉพาะอย่าง) ตัดสินใจและกำหนดแนวนโยบายของบริษัทหรือองค์กร ซึ่งจะต้องมีผู้จัดการอื่นอีกอย่างน้อย 2 คน คอยช่วยเหลือในการตัดสินใจและกำหนดแนวนโยบายต่าง ๆ รวมทั้งวางแผนกำกับดูแลและประสานงานในการปฏิบัติงานโดยทั่วไปของบริษัทหรือองค์กร ปฏิบัติตามแนวทางที่คณะกรรมการบริหารขององค์กรเอกชนและรัฐวิสาหกิจ หรือหน่วยงานราชการได้กำหนดขึ้น และจะต้องรายงานผลการดำเนินงานที่ได้รับต่อคณะกรรมการฯ รวมถึงการเป็นตัวแทนบริษัทหรือองค์กรในการเจรจาตกลงทางการค้ากับหน่วยงานภายนอกรัฐบาลและเจ้าหน้าที่ผู้มีอำนาจอื่น ๆ
1221,"Production and operations managers in agriculture, hunting, forestry and fishing",ผู้จัดการฝ่ายผลิตและดำเนินงานด้านเกษตรกรรม การล่าสัตว์ การป่าไม้และการประมง,ทำหน้าที่วางแผนกำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการผลิตสินค้าด้านเกษตรกรรม การล่าสัตว์ การป่าไม้และการประมง รวมถึงการผลิตผลิตภัณฑ์จากพืชและสัตว์ และการบริการทางการเกษตรที่เกี่ยวข้อง
1222,Production and operations managers in manufacturing,ผู้จัดการฝ่ายผลิตและดำเนินงานด้านการผลิต,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการผลิตสินค้าการสกัดวัตถุ แร่ธาตุจากใต้ดินและเหมืองแร่บนพื้นผิวดิน การระเบิดหิน หรือการผลิตและจัดสรรไฟฟ้า ก๊าซและน้ำประปา
1223,Production and operations managers in construction,ผู้จัดการฝ่ายผลิตและดำเนินงานด้านการก่อสร้าง,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับงานก่อสร้างอาคารทั่วไป การเตรียมสถานที่เพื่อการก่อสร้าง การก่อสร้างทั่วไปและการก่อสร้างเฉพาะงาน รวมทั้งงานวิศวกรรมโยธา รวมถึงการให้เช่าเครื่องอุปกรณ์ที่ใช้ในงานก่อสร้างหรือการรื้อถอน (โดยมีผู้ควบคุม)
1224,Production and operations managers in wholesale and retail trade,ผู้จัดการฝ่ายผลิตและดำเนินงานด้านการขายส่งและการขายปลีก,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมเกี่ยวกับการขายส่งและการขายปลีก เช่น การขายยานยนต์ อะไหล่และชิ้นส่วนอุปกรณ์ต่าง ๆ การขายปลีกน้ำมันเชื้อเพลิงรถยนต์ การขายวัตถุดิบทางการเกษตร การขายสินค้าในสถานประกอบการ รวมถึงการบำรุงรักษาและซ่อมแซมยานยนต์ รถจักรยานยนต์ ของใช้ส่วนบุคคลและของใช้ในครัวเรือน
1225,Production and operations managers in restaurants and hotels,ผู้จัดการฝ่ายผลิตและดำเนินงานด้านภัตตาคารและโรงแรม,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการจัดหาที่พัก อาหาร และบริการอื่น ๆ เช่น โรงแรม ค่ายพักและที่พักชั่วคราว ภัตตาคาร โรงอาหาร ร้านขายเครื่องดื่ม รวมถึงกิจกรรมการจัดอาหารนอกสถานที่ และการขายอาหารเพื่อนำไปบริโภคนอกสถานที่
1226,"Production and operations managers in transport, storage and communications",ผู้จัดการฝ่ายผลิตและดำเนินงานด้านการขนส่ง สถานที่เก็บสินค้าและการคมนาคม,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการขนส่งผู้โดยสารหรือการขนส่งสินค้าโดยทางรถไฟ ทางถนน ทางน้ำหรือทางอากาศ ซึ่งจะมีการกำหนดตารางเวลาหรือไม่ก็ตาม รวมถึงกิจกรรมที่สนับสนุนและช่วยเสริมการขนส่ง เช่น สิ่งอำนวยความสะดวกที่สถานีปลายทาง สถานที่จอดรถ การขนถ่ายสินค้า การเก็บสินค้าและสถานที่เก็บสินค้า ทั้งนี้รวมถึงการดำเนินงานด้านไปรษณีย์ โทรคมนาคม
1227,Production and operations managers in business services enterprises,ผู้จัดการฝ่ายผลิตและดำเนินงานด้านการบริการทางธุรกิจ,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการบริการทางธุรกิจ เช่น การธนาคาร การประกันภัย การประกันชีวิต การประกันวินาศภัยและกองทุนบำเหน็จบำนาญ การซื้อขายหลักทรัพย์ กิจกรรมด้านอสังหาริมทรัพย์ การให้เช่าเครื่องอุปกรณ์การขนส่ง อุปกรณ์ทางการเกษตร การก่อสร้าง (โดยไม่มีผู้ควบคุม) รวมถึงการให้เช่าอุปกรณ์ที่ใช้ในสำนักงาน (รวมทั้งเครื่องคอมพิวเตอร์) การบำรุงรักษาและซ่อมแซมเครื่องจักรสำนักงาน กิจกรรมด้านคอมพิวเตอร์ การวิจัยและการพัฒนา และกิจกรรมด้านธุรกิจอื่น ๆ การให้คำปรึกษาทางกฎหมาย การทำบัญชีและการตรวจสอบบัญชี การวิจัยตลาด การให้คำปรึกษาด้านสถาปัตยกรรมและวิศวกรรม การโฆษณาการบรรจุหีบห่อสินค้า การทำความสะอาดอาคารทุกประเภท ฯลฯ
1228,"Production and operations managers in personal care, cleaning and related services",ผู้จัดการฝ่ายผลิตและดำเนินงานด้านการบริการส่วนบุคคล การทำความสะอาดและการบริการอื่น ๆ ที่เกี่ยวข้อง                 ,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมต่าง ๆ ที่เกี่ยวกับการบริการชุมชนการกำจัดสิ่งปฏิกูล การสุขาภิบาล การบริการส่วนบุคคล รวมทั้งการบริการอื่น ๆ ที่เกี่ยวข้อง เช่น การบริการซักรีด การทำผมและเสริมสวย สถานบริการเสริมสุขภาพ และบริการทำศพ
1229,Production and operations managers not elsewhere classified,ผู้จัดการฝ่ายผลิตและดำเนินงานด้านอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมต่าง ๆ ที่เกี่ยวข้องกับการบริหารงานราชการ การป้องกันประเทศ การประกันสังคมภาคบังคับ การบริการด้านการศึกษาของรัฐและเอกชน การบริการเกี่ยวกับสุขภาพและงานสังคมสงเคราะห์ การนันทนาการ วัฒนธรรมและการกีฬา รวมทั้งการผลิตและจำหน่ายภาพยนตร์ วีดิโอ การกระจายเสียงทางวิทยุ โทรทัศน์ ดนตรี พิพิธภัณฑ์ ห้องสมุด สวนสัตว์ วนอุทยาน ฯลฯ
1231,Finance and administration managers,ผู้จัดการฝ่ายการเงินและการบริหาร,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมต่าง ๆ ที่เกี่ยวข้องกับการบริหารงานราชการ การป้องกันประเทศ การประกันสังคมภาคบังคับ การบริการด้านการศึกษาของรัฐและเอกชน การบริการเกี่ยวกับสุขภาพและงานสังคมสงเคราะห์ การนันทนาการ วัฒนธรรมและการกีฬา รวมทั้งการผลิตและจำหน่ายภาพยนตร์ วีดิโอ การกระจายเสียงทางวิทยุ โทรทัศน์ ดนตรี พิพิธภัณฑ์ ห้องสมุด สวนสัตว์ วนอุทยาน ฯลฯ
1232,Personnel and industrial relations managers,ผู้จัดการฝ่ายบุคคลและแรงงานสัมพันธ์,ทำหน้าที่วางแผน กำกับดูแลและประสานงานด้านนโยบายเกี่ยวกับงานบุคลากรความสัมพันธ์ระหว่างนายจ้างกับลูกจ้าง การจัดระบบขั้นตอนการสรรหาบุคลากร ฝึกอบรม เลื่อนขั้น กำหนดนโยบายเงินเดือน ค่าจ้าง ค่าตอบแทน ประสานงานกับลูกจ้างและควบคุมดูแลโครงการด้านความปลอดภัย อนามัย รวมทั้งเรื่องต่าง ๆ ที่เกี่ยวกับงานบุคลากร รวมถึงการเป็นตัวแทนฝ่ายในการตกลงธุรกิจกับหน่วยงานอื่น ๆ ขององค์กรหรือกับหน่วยงานภายนอก
1233,Sales and marketing managers,ผู้จัดการฝ่ายขายและการตลาด,ทำหน้าที่วางแผน กำกับดูแลและประสานงานด้านการขายและการตลาดของบริษัทธุรกิจและองค์กร กำหนดรายการราคาสินค้า เงื่อนไขการลดราคาและการส่งมอบสินค้า กำหนดงบประมาณเกี่ยวกับการส่งเสริมการขาย วิธีการขายและสิ่งจูงใจในการขายสินค้า รวมถึงการเป็นตัวแทนฝ่ายในการตกลงธุรกิจกับหน่วยงานอื่น ๆ ขององค์กรหรือกับหน่วยงานภายนอก
1234,Advertising and public relations managers,ผู้จัดการฝ่ายโฆษณาและประชาสัมพันธ์,ทำหน้าที่วางแผน กำกับดูแลและประสานงานด้านการโฆษณาและประชาสัมพันธ์รวมทั้งงานด้านการเผยแพร่ประชาสัมพันธ์ต่อสาธารณชนและดำเนินการเจรจาในการทำสัญญาด้านการโฆษณากับเจ้าหน้าที่หนังสือพิมพ์ สถานีวิทยุ โทรทัศน์และตัวแทนโฆษณาต่าง ๆ รวมถึงการเป็นตัวแทนฝ่ายในการตกลงธุรกิจกับหน่วยงานอื่น ๆ ขององค์กรหรือกับหน่วยงานภายนอก
1235,Supply and distribution managers,ผู้จัดการฝ่ายจัดหาสินค้าและการจำหน่ายสินค้า,ทำหน้าที่วางแผน กำกับดูแลและประสานงานเกี่ยวกับงานพัสดุและการจำหน่ายสินค้าควบคุมรายการสินค้าในสต๊อก โดยวิธีการทางด้านบัญชี ดำเนินการเจรจาและทำสัญญาซื้อขาย ตกลงราคากับผู้จัดหาพัสดุและรับประกันคุณภาพของสินค้าที่จัดซื้อ รวมถึงการเป็นตัวแทนฝ่ายในการตกลงธุรกิจกับหน่วยงานอื่น ๆ ขององค์กรหรือกับหน่วยงานภายนอก
1236,Computing services managers,ผู้จัดการฝ่ายบริการด้านงานคำนวณ,ทำหน้าที่วางแผน กำกับดูแลและประสานงานบริการด้านการคำนวณต่าง ๆ ของบริษัทหรือองค์กร รวมทั้งการจัดซื้อ บริการด้านการคำนวณที่จัดหาจากภายนอก การคัดเลือก ติดตั้ง การใช้และบำรุงรักษาอุปกรณ์การคำนวณและซอฟต์แวร์ และวางแผนเกี่ยวกับนโยบายด้านการประมวลผลข้อมูลทั้งหมดขององค์กร รวมถึงการเป็นตัวแทนฝ่ายในการตกลงธุรกิจกับหน่วยงานอื่น ๆ ขององค์กรหรือกับหน่วยงานภายนอก
1237,Research and development managers,ผู้จัดการฝ่ายวิจัยและพัฒนา,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมต่าง ๆ ด้านการวิจัยและพัฒนาสินค้า และกระบวนการใหม่ ๆ โดยนำวัตถุดิบมาใช้เพื่อพัฒนาผลิตภัณฑ์ การปรับปรุงและพัฒนากระบวนการผลิตเพื่อให้ได้สินค้าใหม่ การจัดทำโครงการวิจัยและพัฒนาโดยรวม ตลอดจนกำหนดเป้าหมายและงบประมาณที่นำมาใช้ รวมถึงการเป็นตัวแทนฝ่ายในการตกลงธุรกิจกับหน่วยงานอื่น ๆ ขององค์กร หรือกับหน่วยงานภายนอก
1239,Other specialist managers not elsewhere classified,ผู้จัดการฝ่ายอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ผู้จัดการฝ่ายใด ๆ ที่ไม่ได้ถูกจัดอยู่ในหมู่ 123 ผู้จัดการฝ่ายอื่น ๆ
1311,"Managers of small enterprises in agriculture, hunting,  forestry and fishing",ผู้จัดการทั่วไปด้านเกษตรกรรม การล่าสัตว์ การป่าไม้และการประมง,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการผลิตสินค้าด้านเกษตรกรรม การล่าสัตว์ การป่าไม้และการประมง รวมถึงการผลิตผลิตภัณฑ์จากพืชและสัตว์ และการบริการทางการเกษตรที่เกี่ยวข้อง
1312,Managers of small enterprises in manufacturing,ผู้จัดการทั่วไปด้านการผลิต,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการผลิตสินค้า การสกัดวัตถุ แร่ธาตุจากใต้ดินและเหมืองแร่บนพื้นผิวดิน การระเบิดหิน หรือการผลิตและจัดสรรไฟฟ้า ก๊าซและน้ำประปา
1313,Managers of small enterprises in construction,ผู้จัดการทั่วไปด้านการก่อสร้าง,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับงานก่อสร้างอาคารทั่วไป การเตรียมสถานที่เพื่อการก่อสร้าง การก่อสร้างทั่วไปและการก่อสร้างเฉพาะงาน รวมทั้งงานวิศวกรรมโยธา รวมถึงการให้เช่าเครื่องอุปกรณ์ที่ใช้ในงานก่อสร้างหรือการรื้อถอน (โดยมีผู้ควบคุม)
1314,Managers of small enterprises in wholesale and retail trade,ผู้จัดการทั่วไปด้านการขายส่งและการขายปลีก,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมเกี่ยวกับการขายส่งและการขายปลีก เช่น การขายยานยนต์ อะไหล่และชิ้นส่วนอุปกรณ์ต่าง ๆ การขายปลีกน้ำมันเชื้อเพลิงรถยนต์ การขายวัตถุดิบทางการเกษตร การขายสินค้าในสถานประกอบการ รวมถึงการบำรุงรักษาและซ่อมแซมยานยนต์ รถจักรยานยนต์ ของใช้ส่วนบุคคลและของใช้ในครัวเรือน
1315,Managers of small enterprises of restaurants and hotels,ผู้จัดการทั่วไปด้านภัตตาคารและโรงแรม,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการจัดหาที่พัก อาหาร และบริการอื่น ๆ เช่น โรงแรม ค่ายพักและที่พักชั่วคราว ภัตตาคาร โรงอาหาร ร้านขายเครื่องดื่ม รวมถึงกิจกรรมการจัดอาหารนอกสถานที่และการขายอาหารเพื่อนำไปบริโภคนอกสถานที่
1316,"Managers of small enterprises in transport, storage and communications",ผู้จัดการทั่วไปด้านการขนส่ง สถานที่เก็บสินค้าและการคมนาคม,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการขนส่งผู้โดยสารหรือการขนส่งสินค้าโดยทางรถไฟ ทางถนน ทางน้ำ หรือทางอากาศ ซึ่งจะมีการกำหนดตารางเวลาหรือไม่ก็ตาม รวมถึงกิจกรรมที่สนับสนุนและช่วยเสริมการขนส่ง เช่น สิ่งอำนวยความสะดวกที่สถานีปลายทาง สถานที่จอดรถ การขนถ่ายสินค้า การเก็บสินค้าและสถานที่เก็บสินค้า ทั้งนี้รวมถึงการดำเนินงานด้านไปรษณีย์ โทรคมนาคม
1317,Managers of small enterprises in business services enterprises,ผู้จัดการทั่วไปด้านการบริการทางธุรกิจ,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการบริการทางธุรกิจ เช่น การธนาคาร การประกันภัย การประกันชีวิต การประกันวินาศภัยและกองทุนบำเหน็จบำนาญ การซื้อขายหลักทรัพย์ กิจกรรมด้านอสังหาริมทรัพย์ การให้เช่าเครื่องอุปกรณ์การขนส่ง อุปกรณ์ทางการเกษตร การก่อสร้าง (โดยไม่มีผู้ควบคุม) รวมถึงการให้เช่าอุปกรณ์ที่ใช้ในสำนักงาน (รวมทั้งเครื่องคอมพิวเตอร์) การบำรุงรักษาและซ่อมแซมเครื่องจักรสำนักงาน กิจกรรมด้านคอมพิวเตอร์ การวิจัยและการพัฒนา และกิจกรรมด้านธุรกิจอื่น ๆ การให้คำปรึกษาทางกฎหมาย การทำบัญชีและการตรวจสอบบัญชี การวิจัยตลาด การให้คำปรึกษาด้านสถาปัตยกรรมและวิศวกรรม การโฆษณา การบรรจุหีบห่อสินค้า การทำความสะอาดอาคารทุกประเภท ฯลฯ
1318,"Managers of small enterprises in personal care, cleaning and related services",ผู้จัดการทั่วไปด้านการบริการส่วนบุคคล การทำความสะอาดและการบริการอื่นๆ ที่เกี่ยวข้อง,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมต่าง ๆ ที่เกี่ยวกับการบริการชุมชน การกำจัดสิ่งปฏิกูล การสุขาภิบาล การบริการส่วนบุคคล รวมทั้งการบริการอื่น ๆ ที่เกี่ยวข้อง เช่น การบริการซักรีด การทำผมและเสริมสวย สถานบริการเสริมสุขภาพ และบริการทำศพ
1319,Managers of small enterprises not elsewhere classifie,ผู้จัดการทั่วไปด้านอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ทำหน้าที่วางแผน กำกับดูแลและประสานงานในกิจกรรมต่าง ๆ ที่เกี่ยวข้องกับการบริการด้านการศึกษาของรัฐและเอกชน การบริการเกี่ยวกับสุขภาพและงานสังคมสงเคราะห์ การนันทนาการวัฒนธรรมและการกีฬา รวมทั้งการผลิตและจำหน่ายภาพยนตร์ วีดิโอ การกระจายเสียงทางวิทยุโทรทัศน์ ดนตรี พิพิธภัณฑ์ ห้องสมุด สวนสัตว์ วนอุทยาน ฯลฯ
2111,Physicists and astronomers,นักฟิสิกส์และนักดาราศาสตร์,ทำหน้าที่เกี่ยวกับการวิจัย ปรับปรุง และพัฒนาแนวคิด ทฤษฎี และวิธีการทำงาน ทำการทดลอง ทดสอบวิเคราะห์โครงสร้างในสาขาวิชาดังกล่าว แล้วนำมาประเมินผลการทดลอง นำความรู้ด้านวิทยาศาสตร์ สาขาฟิสิกส์และดาราศาสตร์ มาใช้ในงานอุตสาหกรรม การแพทย์ การทหาร หรืองานสาขาอื่น ๆ รวมทั้ง สังเกตการณ์ วิเคราะห์และตีความปรากฎการณ์บนท้องฟ้า วิธีการและเทคนิคต่าง ๆ ที่จะใช้ในสาขาต่าง ๆ ได้แก่ การควบคุมเส้นทางการเดินเรือ การบินและการสำรวจอากาศ
2112,Meteorologists,นักอุตุนิยมวิทยา,ทำหน้าที่เกี่ยวกับการวิจัย ปรับปรุงและพัฒนาแนวคิด ทฤษฎีและวิธีการทำงานเกี่ยวกับองค์ประกอบ โครงสร้างและระบบการเคลื่อนที่ของชั้นบรรยากาศ ตรวจสอบทิศทางและความเร็วในการเคลื่อนตัวของอากาศ ความดัน อุณหภูมิ ความชื้น ศึกษาและรวบรวมข้อมูลจากสถานี อากาศต่าง ๆ จัดเตรียมแผนที่อากาศ การพยากรณ์อากาศ เพื่อใช้ในงานเกี่ยวกับการบิน การขนส่งทางทะเล การเกษตรและเพื่อใช้เป็นข้อมูลเสนอข่าวแก่สาธารณชน รวมถึงทำการทดลองเกี่ยวกับการแพร่กระจายของหมอก การทำฝนเทียมและการควบคุมสภาพอากาศ
2113,Chemists,นักเคมี,ทำหน้าที่เกี่ยวกับการวิจัย ปรับปรุงและพัฒนาแนวคิด ทฤษฎีและวิธีการทำงานเกี่ยวกับวิชาเคมี ทดสอบและวิเคราะห์ ส่วนประกอบ คุณสมบัติและการเปลี่ยนแปลงทางเคมีของสาร การนำวิธีการทางเคมีมาใช้ ้ในการ ค้นหาและพัฒนาผลิตภัณฑ์เคมีชนิดใหม่ การควบคุมคุณภาพและการวิเคราะห์วัตถุดิบ และผลิตภัณฑ์ สำเร็จรูปรวมถึงการควบคุมการปฏิบัติงานของเจ้าหน้าที่ในห้องปฏิบัติการทางวิทยาศาสตร์ หรือในกรรมวิธีทางอุตสาหกรรมที่เกี่ยวกับสารเคมี
2114,Geologists and geophysicists,นักธรณีวิทยาและนักธรณีฟิสิกส์,ทำหน้าที่เกี่ยวกับการวิจัย ปรับปรุงและพัฒนาแนวคิด ทฤษฎีและวิธีการทำงานเกี่ยวกับธรณีวิทยาและธรณีฟิสิกส์ เพื่อศึกษาองค์ประกอบและโครงสร้างของเปลือกโลก วิเคราะห์ซากสัตว์หรือต้นไม้ดึกดำบรรพ์ และเนื้อแร่ที่อยู่ในชั้นหิน การค้นหาแหล่งแร่ก๊าซและน้ำมัน ใช้ความรู้ทางธรณีวิทยาแก้ปัญหาในโครงการด้านวิศวกรรมโยธา เช่น การก่อสร้างเขื่อน สะพาน อุโมงค์ ฯลฯ และหาต้นเหตุลักษณะของแผ่นดินไหว การเกิดพายุ การทำแผนภูมิ และแผนที่แสดงการไหลของน้ำ การอนุรักษ์ดินและน้ำ ตลอดจนการนำมาเพื่อใช้ให้เป็นประโยชน์
2121,Mathematicians and related professionals,นักคณิตศาสตร์และผู้ประกอบวิชาชีพอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่เกี่ยวกับการปรับปรุงและพัฒนาแนวคิด ทฤษฎี และเทคนิคต่าง ๆ ทางด้านคณิตศาสตร์งานคำนวณตามทฤษฎีเพื่อหาค่าสถิติต่าง ๆ เกี่ยวกับการประกันภัย รวมทั้งนำความรู้ไปใช้ในการปฏิบัติงานสาขาต่าง ๆ เช่น วิศวกรรม ธุรกิจ การแพทย์ วิทยาศาสตร์ สังคมศาสตร์และการประกันชีวิต ทำการวิเคราะห์และแก้ปัญหาต่าง ๆ รวมทั้งการสร้างแบบจำลองของปัญหาในทางคณิตศาสตร์
2122,Statisticians,นักสถิติ,ทำหน้าที่ปรับปรุงพัฒนาทฤษฎีและกฎทางสถิติ เพื่อนำไปวางแผนจัดทำโครงการสำรวจ พิจารณากำหนดลักษณะและขนาดของข้อมูล การออกแบบสอบถาม การรวบรวมข้อมูลสถิติ การประมวลผลและวิเคราะห์ข้อมูลสถิติ การนำเสนอข้อมูลเป็นรายงานสรุป รายงานวิเคราะห์ และนำความรู้ทางสถิติไปใช้ในทางธุรกิจ การแพทย์ วิทยาศาสตร์ สังคมศาสตร์และการประกันชีวิต
