_id,Group,Name,Description
4141,Library and filing clerks,เสมียนห้องสมุดและเสมียนจัดเก็บเอกสาร,ทำหน้าที่เก็บบันทึกต่าง ๆ ของห้องสมุด การจัดหา การให้ยืมและการรับคืนหนังสือและสิ่งพิมพ์ต่าง ๆ ในห้องสมุด การจำแนกประเภท การเก็บเอกสาร รายงานและบันทึกต่าง ๆอย่างมีระบบ รวมถึงการจัดเรียงและใส่หนังสือบนชั้นให้ถูกต้องตามลำดับของหนังสือ
4142,Mail carriers and sorting clerks,เสมียนรับส่งและแยกประเภทจดหมาย ไปรษณียภัณฑ์,ทำหน้าที่คัดแยกจดหมาย ไปรษณียภัณฑ์ และพัสดุ ตามที่อยู่ของผู้รับ เพื่อจ่ายและส่งไปที่ทำการไปรษณีย์ บ้านเรือนส่วนบุคคล และสถานประกอบการต่าง ๆ รวมถึงผู้ปฏิบัติงาน
4143,"Coding, proof-reading and related clerks",เสมียนลงรหัส พิสูจน์อักษรและเสมียนอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่เปลี่ยนข้อมูลในแบบสำรวจหรือรายงานสถิติต่าง ๆ มาเป็นรหัส เพื่อใช้ในการประมวลผลข้อมูลจากรหัสที่ได้กำหนดไว้ล่วงหน้า และทำหน้าที่พิสูจน์อักษร เพื่อตรวจทานและแก้ไขคำผิด รวมถึงการแยกประเภทเอกสาร แบบฟอร์ม จัดแยกเรื่อง หรือแบ่งเป็นชุดตามจำนวนหน้า
4144,Scribes and related workers,เจ้าหน้าที่ช่วยกรอกแบบฟอร์มและเจ้าหน้าที่อื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่อ่านจดหมาย รวมทั้งเรื่องราวต่าง ๆ ที่เป็นลายลักษณ์อักษรให้บุคคลที่ไม่รู้หนังสือฟัง ทำการแปลข้อความและให้ข้อมูลข่าวสารต่าง ๆ ที่จำเป็น ร่างจดหมาย และกรอกแบบฟอร์มต่าง ๆ แทนบุคคลที่ไม่รู้หนังสือ รวมทั้งให้คำแนะนำบุคคลต่าง ๆ แปลความและช่วยในการกรอกแบบฟอร์มของราชการและที่เป็นทางการ
4190,Other office clerks,เสมียนสำนักงานอื่น ๆ,ทำหน้าที่เก็บบันทึกต่าง ๆ ของสำนักงาน จัดทำและเก็บรักษารายการเกี่ยวกับชื่อ ที่อยู่และหมายเลขโทรศัพท์ของหน่วยงานต่าง ๆ ที่เกี่ยวข้อง รวมถึงการบันทึกของฝ่ายบุคคลเกี่ยวกับพนักงานขององค์กร โดยการแสดงชื่อ ที่อยู่และรายละเอียดอื่น ๆ รวมทั้งจำนวนวันลาของพนักงานและข้อมูลอื่น ๆ จัดเก็บบัญชีการรับ - ส่งทางไปรษณีย์
4211,Cashiers and ticket clerks,พนักงานแคชเชียร์และเสมียนขายตั๋ว,ทำหน้าที่รับชำระเงินโดยตรงจากลูกค้าด้วยเงินสด เช็ค หรือบัตรเครดิต จากลูกค้าซึ่งจ่ายเงินซื้อสินค้าและบริการจากร้านค้าหรือที่จำหน่ายตั๋ว รับชำระเงินทางไปรษณีย์ จ่ายเงินสดตามธนาคาร จ่ายเงินสดสำหรับตั๋วแลกเงิน ใบคืนสินค้า การรับใบเสร็จรับเงิน สลิปการขายและเอกสารอื่น ๆ ตลอดจนจัดเตรียมนำเงินไปฝากธนาคาร การจ่ายเงินและออกใบเสร็จ การจ่ายค่าจ้างให้แก่บุคลากรของหน่วยงาน รวมทั้งการบันทึกการเงินต่าง ๆ ที่เกี่ยวกับการดำเนินธุรกิจควบคุมบัญชีของพนักงานเก็บเงินและตรวจสอบเงินที่มีอยู่ให้ตรงกับบัญชีเงินสด
4212,Tellers and other counter clerks,พนักงานรับฝาก - ถอนเงินของธนาคาร และเสมียนประจำเคาน์เตอร์อื่น ๆ,ทำหน้าที่ติดต่อกับลูกค้าของธนาคารที่เคาน์เตอร์ช่องรับฝาก - ถอนเงิน โดยรับฝากเงินสดเช็คและเอกสารอื่น ๆ จากลูกค้า ตรวจสอบจำนวนเงินกับใบฝากเงิน - ถอนเงิน ให้ถูกต้องกับบัญชีเงินฝาก แลกเปลี่ยนเงินตราสกุลต่าง ๆ บันทึกการดำเนินการทางการเงินและจัดการสะสางบัญชีด้วยงบดุลเงินสด รวมถึงผู้ปฏิบัติงานในที่ทำการไปรษณีย์เกี่ยวกับการจำหน่ายดวงตราไปรษณียากร อากรแสตมป์ ไปรษณียบัตร รับและจ่ายเงินธนาณัติ ฯลฯ
4213,Bookmakers and croupiers,เจ้ามือรับพนัน คนเก็บและจ่ายเงินพนัน,ทำหน้าที่อธิบายและชี้แจงกฎระเบียบของสถานที่จัดการพนัน กำหนดความเสี่ยงในการตัดสินใจเกี่ยวกับความเป็นต่อในการพนัน รวมทั้งวางเดิมพัน จ่ายไพ่ ทอยลูกเต๋า หรือปั่นวงล้อเกมรูเล็ต ประกาศหมายเลขที่ชนะ จ่ายเงินให้แก่ผู้ชนะและเก็บเงินจากผู้แพ้
4214,Pawnbrokers and money-lenders,เสมียนโรงรับจำนำและผู้ให้กู้ยืมเงิน,ทำหน้าที่ประเมินค่าสิ่งของที่จะรับจำนำ คำนวณดอกเบี้ยและให้เงินยืมแก่ผู้ที่นำสิ่งของมาวางมัดจำเพื่อเป็นหลักประกัน และคืนสิ่งของเมื่อเงินที่กู้ยืมนั้นได้รับการชำระคืนแล้ว หรือขายสิ่งของที่จำนำไว้ในกรณีที่ไม่มีการชำระเงิน รวมถึงการให้กู้ยืมเงินเป็นการส่วนตัว
4215,Debt-collectors and related workers,พนักงานเร่งรัดหนี้สินและพนักงานอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่เรียกเก็บเงินจากลูกค้า โดยใช้โทรศัพท์ จดหมาย หรือติดต่อกับลูกค้าโดยตรงเพื่อเรียกเก็บหนี้สินและบันทึกจำนวนเงินที่เก็บได้ รวมทั้งการให้คำแนะนำเกี่ยวกับการดำเนินการทางกฎหมาย ในกรณีที่ลูกค้าไม่ชำระเงิน
4221,Travel agency and related clerks,เสมียนสำนักงานท่องเที่ยวและเสมียนอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่จัดหาข้อมูลข่าวสาร จัดเตรียมกำหนดการเดินทางท่องเที่ยวและการสำรองต่าง ๆที่จำเป็น ให้คำแนะนำแก่ลูกค้าเกี่ยวกับกำหนดการเดินทางและวิธีการเดินทาง จัดสำรองที่นั่งในเรือรถไฟ เครื่องบินและยานพาหนะประเภทอื่น ๆ รวมถึงตัวแทนธุรกิจการให้บริการการเดินทาง
4222,Receptionists and information clerks,พนักงานต้อนรับและเจ้าหน้าที่ให้ข้อมูลข่าวสาร,ทำหน้าที่ต้อนรับลูกค้าหรือคนไข้ ติดต่อประสานงานการขอข้อมูล หรือการนัดหมายทางโทรศัพท์กับลูกค้าหรือคนไข้ ทำการสำรองและจัดการลงทะเบียนแก่ลูกค้าหรือคนไข้ นำทางลูกค้าหรือคนไข้ไปยังสถานที่หรือพบบุคคลอย่างถูกต้อง รวมทั้งจัดเก็บบันทึกหรือมอบใบเรียกเก็บเงินเมื่อออกจากสถานที่นั้น ๆ
4223,Telephone switchboard operators,พนักงานคุมแผงเครื่องติดต่อทางโทรศัพท์ (พนักงานต่อโทรศัพท์),ทำหน้าที่ใช้แผงเครื่องติดต่อทางโทรศัพท์ในสถานที่ทำงาน รับและต่อโทรศัพท์ที่ติดต่อจากบุคคลภายนอก และภายในสถานที่ทำงาน ต่อสายให้ผู้ที่จะโทรศัพท์ออก หรือต่อโทรศัพท์ภายในท้องถิ่น โทรศัพท์ทางไกล รวมถึงการให้บริการสอบถามทางโทรศัพท์ และบันทึกข้อความฝากต่าง ๆ
5111,Travel attendants and travel stewards,พนักงานดูแลการเดินทางและพนักงานต้อนรับ,ทำหน้าที่ให้การต้อนรับผู้โดยสารบนเรือ บนเครื่องบินและบริเวณสนามบิน ให้บริการต่าง ๆ ที่อำนวยความสะดวกให้แก่ผู้โดยสาร อธิบายวิธีการใช้อุปกรณ์เครื่องมือรักษาความปลอดภัยเช่น เข็มขัดนิรภัยและหน้ากากออกซิเจน เสิร์ฟอาหารและเครื่องดื่มต่าง ๆ รวมถึงการดูแลห้องพักของผู้โดยสารบนเรือและช่วยเหลือเบื้องต้นในกรณีฉุกเฉินหรืออุบัติเหตุ
5112,Transport conductors,พนักงานประจำยานพาหนะขนส่งทางบก ทางเรือ,ทำหน้าที่เก็บหรือออกตั๋วค่าโดยสาร ดูแลความปลอดภัยของผู้โดยสารบนรถโดยสารประจำทาง รถไฟ รถราง เรือและยานพาหนะสาธารณะอื่น ๆ และดูแลขบวนรถในระหว่างการเดินทาง ให้สัญญาณหยุดรถหรือออกรถ ตรวจตั๋วโดยสารและสัมภาระต่าง ๆ รวมถึงการให้ข่าวสารเกี่ยวกับกำหนดเวลาเดินทาง
5113,Travel guides,มัคคุเทศก์,ทำหน้าที่นำคณะนักท่องเที่ยวหรือคณะนักทัศนาจรไปชมสถานที่ต่าง ๆ ตามความต้องการหรือตามรายการที่ได้กำหนดไว้ ร่วมเดินทางไปกับคณะและบรรยายสิ่งที่น่าสนใจหรือให้ความรู้ในระหว่างการท่องเที่ยวหรือชมทัศนียภาพในสถานที่นั้น ๆ ตลอดจนให้คำแนะนำเกี่ยวกับระเบียบในการเข้าชมสถานที่ต่าง ๆ
5121,Housekeepers and related workers,พนักงานดูแลความเรียบร้อยของสถานที่และพนักงานอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่จัดระบบงาน และควบคุมดูแลการทำงานบ้าน การทำความสะอาดของพนักงานในองค์กรต่าง ๆ หอพัก โรงเรียน โรงพยาบาล โรงแรม คลับ บ้าน ฯลฯ ตลอดจนควบคุมดูแลเกี่ยวกับการจัดซื้อ จัดหา สิ่งของเครื่องใช้ และดูแลสวัสดิการทั่วไปของคนในองค์กร และดูแลความประพฤติของผู้ที่อยู่ในปกครอง
5122,Cooks,พ่อครัว / แม่ครัว,ทำหน้าที่จัดรายการอาหาร จัดเตรียมและปรุงอาหารในโรงแรม ภัตตาคารและสถานที่รับประทานอาหารนอกบ้าน บนเรือโดยสาร บนรถไฟและในบ้านส่วนบุคคล กำหนดรายการอาหารประจำวัน โดยพิจารณาจากจำนวนผู้บริโภค รวมถึงการคิดอาหารชนิดพิเศษและวิธีการปรุงการจัดซื้ออาหารและอุปกรณ์ในครัวตามความจำเป็น ตรวจสอบคุณภาพของอาหาร ตลอดจนควบคุมผู้ปรุงอาหารและคนงานในครัว
5123,"Waiters, waitresses and bartenders",พนักงานเสิร์ฟอาหารและเครื่องดื่ม และพนักงานผสมเครื่องดื่ม (บาร์เทนเดอร์),ทำหน้าที่เสิร์ฟอาหารและเครื่องดื่มในสถานบริการอาหารและเครื่องดื่มต่าง ๆ คลับสโมสร ห้องอาหาร ฯลฯ จัดโต๊ะอาหาร เสนอ รายการอาหาร เสิร์ฟอาหารและเครื่องดื่มตามความต้องการ รวมถึงการผสมเครื่องดื่มชนิดมีหรือไม่มีแอลกอฮอล์ในบาร์
5131,Child-care workers,พนักงานดูแลเด็ก,ทำหน้าที่คอยดูแลเด็ก ซึ่งเป็นลูกหลานของนายจ้าง หรือเด็กนักเรียน ช่วยเด็กอาบน้ำ แต่งตัวและป้อนอาหารเด็ก พาเด็กไปโรงเรียนหรือพาไปพักผ่อนนอกสถานที่ เล่นเกมกับเด็กควบคุมดูแลให้เด็กนอนและเล่นอย่างมีระเบียบ ช่วยคุณครูดูแลเด็ก รวมถึงการอ่านหรือเล่านิทานต่าง ๆ ให้ฟัง
5132,Institution-based personal care workers,พนักงานดูแลผู้ป่วยและผู้สูงอายุประจำโรงพยาบาล / คลินิก,ทำหน้าที่ทั่วไปในการช่วยแพทย์และพยาบาล ในการเตรียมคนไข้ให้พร้อมสำหรับการตรวจหรือการรักษา ช่วยจัดเตรียมและส่งเครื่องมือและวัสดุต่าง ๆ ตามต้องการ ทำการฆ่าเชื้อโรคเครื่องมือในการผ่าตัดและอุปกรณ์ต่าง ๆ รวมถึงการเปลี่ยนผ้าคลุมเตียง เสิร์ฟอาหาร เก็บถาดอาหารป้อนอาหารให้คนไข้ และช่วยเหลือคนไข้ตามที่ต้องการ
5133,Home-based personal care workers,พนักงานดูแลผู้ป่วยและผู้สูงอายุตามบ้าน,ทำหน้าที่ช่วยเหลือผู้ป่วยและผู้สูงอายุที่ต้องการคนดูแลที่บ้านของตนเอง เนื่องจากความเจ็บป่วยทางร่างกายและจิตใจ หรือไร้ความสามารถหรือหย่อนสมรรถภาพเนื่องจากสูงอายุจัดเตรียมอาหาร ป้อนอาหาร ช่วยเหลือในการอาบน้ำและเปลี่ยนเครื่องแต่งกาย รวมถึงการเฝ้าดูอาการและให้ยาเพื่อรักษาตามคำสั่งแพทย์
5139,Personal care and related workers not elsewhere classified,พนักงานดูแลเกี่ยวกับการให้บริการส่วนบุคคลและพนักงานอื่น ๆ ที่เกี่ยวข้อง ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ทำหน้าที่ทั่วไปในการช่วยทำความสะอาดและฆ่าเชื้อโรคเครื่องมือผ่าตัดสัตว์ ช่วยจับสัตว์ในระหว่างการรักษา อาบน้ำและให้อาหารสัตว์ ทำหน้าที่ฆ่าเชื้อโรคในขวดแก้วทดลอง เครื่องมือผ่าตัดสัตว์และเครื่องมืออื่น ๆ ตลอดจนติดฉลากยาเคมีและยาที่ปรุงแล้ว และเติมยาให้เต็มบนชั้นต่าง ๆ
5141,"Hairdressers, barbers, beauticians and related workers",ช่างแต่งผม ช่างตัดผม ช่างเสริมสวยและช่างอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่ตัด สระ ย้อมและดัดผม โกนหนวดหรือแต่งเครา แต่งหน้าด้วยเครื่องสำอางเพื่อเสริมความงามและปรับปรุงรูปร่างหน้าตา และการให้บริการอื่น ๆ ที่เกี่ยวกับการเสริมสวย เช่นการทำความสะอาด ตัด แต่ง ทาเล็บมือเล็บเท้า การให้บริการในการอบสมุนไพร นวดหน้า นวดตัวรวมถึงการอาบน้ำและทำการนวดเบื้องต้น
5142,Companions and valets,เพื่อนร่วมกิจกรรมและผู้ดูแลของใช้ส่วนตัว,ทำหน้าที่เป็นเพื่อนและปฏิบัติงานต่าง ๆ ตามความต้องการของนายจ้าง โดยการร่วมเดินทางไปกับเขา / เธอในสถานที่ต่าง ๆ อ่านหนังสือ สนทนาและมีส่วนร่วมในกิจกรรมต่าง ๆเช่น การเล่นกีฬา รวมทั้งดูแลเสื้อผ้าและของใช้ส่วนตัวของนายจ้างให้อยู่ในสภาพเรียบร้อย
5143,Undertakers and embalmers,สัปเหร่อและเจ้าหน้าที่ฉีดยาศพ,ทำหน้าที่ในการจัดการเผาศพและฝังศพ รักษาศพไม่ให้เน่าเปื่อยด้วยการฉีดสารเคมีในร่างศพ รวมถึงการทำพิธีต่าง ๆ เกี่ยวกับการจัดการศพ
5149,Other personal services workers not elsewhere classified,พนักงานให้บริการในเรื่องส่วนบุคคลอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ทำหน้าที่เป็นเพื่อนเข้าสังคม ร่วมเดินทางไปกับลูกค้าตามภัตตาคารหรือไปนอกสถานที่ต่าง ๆ ทำหน้าที่เป็นคู่เต้นรำ รวมถึงให้การต้อนรับลูกค้าของคลับหรือไนท์คลับ โดยร่วมดื่มหรือร่วมสนทนากับลูกค้าที่มาใช้บริการเพื่อความบันเทิง
5151,Astrologers and related workers,โหร และอาชีพอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่ทำนายหรือพยากรณ์เหตุการณ์ในอนาคตของบุคคลต่าง ๆ หรือของประเทศ โดยอาศัยตำแหน่งที่สัมพันธ์กันระหว่างดวงดาวในสิบสองราศี ที่ได้ผูกดวงตามวิชาโหราศาสตร์ โดยยึดถือเวลาและสถานที่เกิดเป็นจุดพยากรณ์ และทำนายเรื่องราวที่จะเกิดขึ้น รวมถึงการดูฤกษ์ยามสำหรับกิจกรรมต่าง ๆ
5152,fortune-tellers and related workers,ผู้ทำนายโชคชะตา หมอดูลายมือและอาชีพอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่ทำนายเหตุการณ์ในอดีต ปัจจุบันและอนาคต จากการดูลักษณะลายมือของลูกค้ารวมถึงการทำนายโดยใช้ไพ่ป๊อก หรือสิ่งของอื่น ๆ
5161,Fire-fighters,พนักงานดับเพลิง,ทำหน้าที่ป้องกันและทำการดับไฟ ช่วยเหลือบุคคล และปกป้องทรัพย์สินและสินค้าในระหว่างและภายหลังจากการเกิดเพลิงไหม้ และอุบัติเหตุร้ายแรงอื่น ๆ เช่น เครื่องบินตก โดยช่วยเหลือลูกเรือและผู้โดยสาร รวมถึงการป้องกันหรือสกัดการแพร่ขยายของวัตถุอันตราย ในกรณีที่เกิดเพลิงไหม้หรืออุบัติเหตุ
5162,Police officers,เจ้าหน้าที่ตำรวจ,ทำหน้าที่รักษากฎหมายและกฎข้อบังคับ ปกป้องบุคคลและทรัพย์สินจากอันตรายและการกระทำที่ผิดกฎหมาย จับกุมบุคคลต่าง ๆ ที่ฝ่าฝืนกฎหมาย ออกตรวจตราท้องที่และสถานที่ที่ได้รับอนุญาตให้ใช้เป็นที่ชุมนุมสาธารณะ ทำบันทึกและรายงานเหตุการณ์ต่าง ๆ รวมถึงการให้สัญญาณจราจรและใช้อำนาจหน้าที่ในกรณีของอุบัติเหตุ
5163,Prison guards,ผู้คุมนักโทษ,ทำหน้าที่ดูแลความปลอดภัย และรักษาระเบียบวินัยของผู้ที่อยู่ในเรือนจำและทันฑสถานควบคุมดูแลการกระทำและความประพฤติของผู้ต้องขัง เพื่อป้องกันไม่ให้มีการก่อกวนหรือหลบหนีควบคุมผู้ต้องขังในระหว่างเดินทางไปยังเรือนจำ ทันฑสถาน ห้องพิจารณาคดี หรือสถานที่อื่น ๆรวมถึงการฝึกอบรมวิชาชีพและศีลธรรมให้แก่ผู้ต้องขัง
5169,Protective services workers not elsewhere classified,พนักงานให้การบริการป้องกันภัย ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ทำหน้าที่ตรวจตราอาคารและพื้นที่ต่าง ๆ เพื่อป้องกันการขโมย การกระทำรุนแรง การละเมิดกฎหมายหรือการกระทำผิดกฎหมายอื่น ๆ ถ้าจำเป็นต้องจับกุมตัวผู้กระทำความผิดจะต้องกระทำด้วยความระมัดระวัง การตรวจตราบริเวณชายหาดและสระว่ายน้ำ เพื่อป้องกันอุบัติเหตุ และช่วยเหลือผู้ที่เล่นน้ำ การตรวจตราพื้นที่และควบคุมกฎเกณฑ์การล่าสัตว์ในป่าสงวนทางธรรมชาติรวมถึงการปฏิบัติหน้าที่เป็นผู้คุ้มกัน
5210,Fashion and other models,นายแบบและนางแบบงานแฟชั่นและในงานอื่น ๆ,ทำหน้าที่แสดงแบบเครื่องแต่งกาย เสื้อผ้าและสิ่งของอื่น ๆ เพื่อการขายหรือแสดงท่าทางเพื่อเป็นแบบสำหรับการโฆษณา การถ่ายภาพทางศิลปะ การปั้นหรือการวาดภาพ การแสดงแบบเสื้อผ้าและเครื่องประดับในงานแฟชั่นต่าง ๆ รวมถึงแสดงแบบสำหรับการถ่ายภาพหรือภาพยนตร์ในสาขาของการโฆษณา
5220,"Shop, stall and market salespersons and demonstrators",พนักงานขายสินค้าในร้านและพนักงานสาธิตสินค้า,ทำหน้าที่ขายสินค้าและสาธิตสินค้าในร้านค้าและห้างสรรพสินค้า ชี้แจงราคาสินค้าและส่วนลดต่าง ๆ เพื่อกระตุ้นความสนใจในการซื้อ รวมถึงการบรรจุหีบห่อและจัดส่งสินค้าตามที่ลูกค้าต้องการ
5230,Stall and market salespersons,ผู้จำหน่ายสินค้าในตลาดและแผงลอย,ทำหน้าที่จำหน่ายสินค้าในตลาดและแผงลอย จำหน่ายสินค้านานาชนิด เช่น ผลิตภัณฑ์หัตถกรรม จำพวกเครื่องหนังหรือสิ่งทอ ไม้แกะสลัก ลายปักต่าง ๆ หรือหนังสือพิมพ์ นิตยสารบุหรี่ ฯลฯ โดยได้รับอนุญาตจากเจ้าหน้าที่ท้องถิ่นเพื่อตั้งแผงลอยบนถนนในย่านที่ตั้งโดยเฉพาะ หรือในที่โล่งแจ้ง หรือการจำหน่ายผลไม้ ผักสดและสิ่งของอื่น ๆ ในบริเวณตลาด
6111,Field crop and vegetable growers,ผู้ปฏิบัติงานด้านการปลูกพืชไร่และพืชผัก,ทำหน้าที่วางแผนและดำเนินการเพื่อทำการเพาะปลูกพืชไร่และพืชผัก โดยกำหนดประเภทหรือชนิดปริมาณของพืชที่จะทำการเพาะปลูก คัดเลือกและซื้อเมล็ดพันธุ์พืช ปุ๋ย วัสดุที่จะใช้ในการเพาะปลูก ดำเนินงานด้านการเกษตรต่าง ๆ เช่น การเตรียมดินและหว่านเมล็ดพืช การเก็บเกี่ยวการเลี้ยงสัตว์เพื่อใช้งาน การบำรุงรักษาอาคารสิ่งปลูกสร้าง เครื่องจักร อุปกรณ์ทางการเกษตรต่าง ๆ และจำหน่ายผลผลิตที่ได้ให้แก่ผู้รับซื้อ องค์กรการตลาดหรือในตลาดต่าง ๆ
6112,"Gardeners, horticultural and nursery growers",ปฏิบัติงานด้านการปลูกไม้ยืนต้นและไม้ผล,ทำหน้าที่วางแผนและดำเนินการเพื่อทำการเพาะปลูกไม้ยืนต้นและไม้พุ่ม เช่น ไม้ผลและไม้เปลือกแข็ง องุ่น ชา กาแฟ ยางพาราและไม้ที่ให้น้ำยาง เตรียมดินเพื่อการเพาะปลูก ใส่ปุ๋ยแต่งกิ่งต้นไม้ ฉีดยาฆ่าแมลงและเก็บเกี่ยวผลผลิตโดยใช้เครื่องจักร แรงงานคนและแรงงานสัตว์รวมถึงการเก็บรักษาและแปรรูปผลผลิตพื้นฐาน และจำหน่ายผลผลิตที่ได้ให้แก่ผู้รับซื้อ องค์กรการตลาดหรือในตลาดต่าง ๆ
6113,"Gardeners, horticultural and nursery growers",ผู้ปฏิบัติงานด้านการเพาะปลูกไม้ดอกไม้ประดับ การเพาะชำพันธุ์ไม้และการเพาะเห็ด,ทำหน้าที่วางแผนและดำเนินการในการเตรียมต้นกล้า เพื่อการเพาะปลูกไม้ยืนต้นไม้ดอก ไม้ประดับ โดยกำหนดประเภทหรือชนิด ปริมาณของพืชที่จะทำการเพาะปลูก วิธีการเพาะปลูก การบำรุงรักษา การคัดเลือกและซื้อเมล็ดพันธุ์พืช ปุ๋ย ยาฆ่าแมลง อุปกรณ์และสิ่งอื่น ๆ ตลอดจนการเก็บและรักษาเมล็ดไว้เพื่อการขายหรือเพื่อใช้เป็นเมล็ดพันธุ์ หรือทดลองผสมพันธุ์พืชขึ้นใหม่ ทั้งนี้รวมถึงการควบคุมดูแล การเพาะปลูกไม้ดอกไม้ประดับ ต้นไม้ พันธุ์ไม้ต่าง ๆ ในสวนสาธารณะหรือสวนส่วนบุคคล การเพาะปลูกต้นไม้เพื่อวัตถุประสงค์ด้านการแสดงหรือใช้เป็นยารักษาโรคและจำหน่ายผลผลิตที่ได้ให้แก่ผู้รับซื้อ องค์กรการตลาดหรือในตลาดต่าง ๆ
6114,Mixed-crop growers,ผู้ปฏิบัติงานด้านการปลูกพืชแบบผสมผสาน,ทำหน้าที่วางแผนและดำเนินการในการปลูกพืชหลายประเภทผสมผสานกัน เช่น พืชไร่พืชผัก ไม้ยืนต้น ไม้ผล ไม้ดอก ไม้ประดับ และต้นกล้าจากเรือนเพาะชำ โดยกำหนดประเภทหรือชนิด ปริมาณของพืชที่จะทำการเพาะปลูก คัดเลือกและซื้อเมล็ดพันธุ์พืช ปุ๋ย วัสดุที่จะใช้ในการเพาะปลูก ดำเนินงานด้านการเกษตรต่าง ๆ เช่น การเตรียมดิน การหว่านเมล็ดพืช การเก็บเกี่ยวและจำหน่ายผลผลิต รวมถึงการเพาะพันธุ์ ขยายพันธุ์ต้นกล้า เพื่อการเพาะปลูกและจำหน่ายผลผลิตที่ได้ให้แก่ผู้รับซื้อ องค์กรการตลาดหรือในตลาดต่าง ๆ
6121,Dairy and livestock producers,ผู้ผลิตผลิตภัณฑ์จากสัตว์และการเลี้ยงปศุสัตว์,ทำหน้าที่วางแผน กำหนดประเภท จำนวนของสัตว์ที่จะเลี้ยงและผลิตภัณฑ์จากสัตว์ที่จะทำการผลิต ทำการผสมพันธุ์ การเลี้ยงและการดูแลปศุสัตว์ เช่น วัว ควาย สุกร แกะ แพะม้า รวมถึงสุนัขหรือแมว เพื่อใช้ในการทำงานหรือการกีฬา หรือเป็นสัตว์เลี้ยงในบ้าน หรือเพื่อ วัตถุประสงค์อื่น ๆ รวมทั้งการเลี้ยงเพื่อเอาเนื้อ น้ำนม ขนสัตว์และผลิตภัณฑ์อื่น ๆ เพื่อจำหน่ายให้แก่ผู้รับซื้อ องค์กรการตลาดหรือในตลาดต่าง ๆ
6122,Poultry producers,ผู้ผลิตสัตว์ปีกต่าง ๆ,ทำหน้าที่วางแผน กำหนดประเภทหรือชนิด จำนวนของสัตว์ปีกที่จะเลี้ยงและผลิตภัณฑ์จากสัตว์ปีกที่จะทำการผลิต คัดเลือกและซื้อลูกพันธุ์ อาหาร สิ่งของเครื่องใช้และอุปกรณ์ต่าง ๆโดยจะต้องมีความรู้เกี่ยวกับการผสมพันธุ์ การฟักไข่ การเลี้ยงและการดูแลสัตว์ปีก เพื่อเอาเนื้อไข่ ขน รวมทั้งทำการฆ่า ชำแหละ ตกแต่งสัตว์ปีกและบรรจุลงในภาชนะ เพื่อการขนส่ง
6123,Apiarists and sericulturists,ผู้เลี้ยงผึ้งและผู้เลี้ยงไหม,ทำหน้าที่วางแผน กำหนดชนิด ประเภทและปริมาณของผลิตภัณฑ์ผึ้งและไหมที่จะทำการผลิต คัดเลือกและซื้อฝูงผึ้ง รังผึ้ง อุปกรณ์และเครื่องมือเครื่องใช้ต่าง ๆ เตรียมรังให้ผึ้งและทำที่รองรับน้ำผึ้งเพื่อให้ผึ้งสามารถผลิตน้ำผึ้งได้มากที่สุด และทำการคัดเลือกตัวไหม ไข่ไหมใบหม่อนและอุปกรณ์ที่ใช้ในการเลี้ยง เพื่อเพาะไข่ไหม คัดเลือกรังไหม รวมถึงการทำรังไหมให้แห้งและจัดเกรดรังไหมเพื่อทำเส้นไหมและจำหน่ายผลผลิตที่ได้ให้แก่ผู้รับซื้อ องค์กรการตลาดหรือในตลาดต่าง ๆ
6124,Mixed animal producers,ผู้ปฏิบัติงานด้านการเลี้ยงสัตว์แบบผสมผสาน,ทำหน้าที่วางแผนและดำเนินการในการเลี้ยงสัตว์หลายประเภทผสมผสานกัน เช่น วัว ควาย หมู แกะ แพะ ม้า สัตว์ปีก ผึ้งและไหม โดยกำหนดประเภท จำนวนของสัตว์ที่จะเลี้ยงและผลิตภัณฑ์จากสัตว์ที่จะทำการผลิต จัดซื้อสัตว์ต่าง ๆ ทำการผลิตและจัดซื้ออาหารสัตว์ ทำการผสมพันธุ์ การเลี้ยงและการดูแลสัตว์ รวมถึงการจำหน่ายผลิตภัณฑ์จากสัตว์ เช่น น้ำนม ไข่ขนแกะ น้ำผึ้ง รังไหม ฯลฯ ให้แก่ผู้รับซื้อ องค์กรการตลาดหรือในตลาดต่าง ๆ
